titel	titel_key	externe_id	datum	adres	postcode	omschrijving	locatie	url	plaats	type	srt	Naam	Type	toevoeging	bezoekadres	Postcode	Plaats	postadres	post_pc	tel	fax	email	internet	directie	stadsdeel	brin	Meer info van DMO
Alexander Roozendaalschool	alexander_roozendaalschool		0000-00-00 00:00:00	Jan Tooropstraat 13	1062 BK		POINT(4.8362002 52.3611984)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Alexander Roozendaalschool	Openbaar	School voor kinderen met ernstige spraak- taalmoeilijkheden (REC cluster 2HF)	Jan Tooropstraat 13	1062 BK	Amsterdam	Jan Tooropstraat 13	1062BK Amsterdam	346 01 11	617 29 01	roozendaalschool@orion.nl	www.roozendaalschool.nl	mw. R. Aerden	Nieuw-West	20WR00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20WR00.htm
Mytylschool Amsterdam	mytylschool_amsterdam		0000-00-00 00:00:00	Drostenburg 1-4	1102 AM		POINT(4.94732 52.3217201)		Amsterdam Zuidoost	Middelbare school (Speciaal onderwijs)	(V)SO	Mytylschool Amsterdam	Openbaar	School voor lichamelijk of meervoudig gehandicapte kinderen (REC, cluster 3)	Drostenburg 1-4	1102 AM	Amsterdam Zuidoost	Drostenburg 1-4	1102AM Amsterdam Zuidoost	398 77 55 (alg.)	699 42 98	mytylschool@orion.nl	www.mytyl.nl	dhr. drs. J.A. Deen	Zuidoost	20WU/20WV	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20WU/20WV.htm
Coronelschool	coronelschool		0000-00-00 00:00:00	Jan Sluijtersstraat 3	1062 CJ		POINT(4.8396502 52.3597298)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Coronelschool	Openbaar	School voor langdurig zieke kinderen (REC, cluster 3)	Jan Sluijtersstraat 3	1062 CJ	Amsterdam	Jan Sluijtersstraat 3	1062CJ Amsterdam	615 11 93	617 81 11	coronelschool@orion.nl	www.coronelschool.nl	dhr. E. Bakker (loc.dir.)	Nieuw-West	20WW00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20WW00.htm
Noteboomschool	noteboomschool		0000-00-00 00:00:00	Drostenburg 1	1102 AM		POINT(4.94732 52.3217201)		Amsterdam Zuidoost	Middelbare school (Speciaal onderwijs)	(V)SO	Noteboomschool	Openbaar	School voor langdurig zieke kinderen (REC, cluster 3)	Drostenburg 1	1102 AM	Amsterdam Zuidoost	Drostenburg 1	1102AM Amsterdam Zuidoost	398 77 55	699 42 98	noteboomschool@orion.nl	www.drostenburg.nl	dhr. drs. J. Deen	Zuidoost	20WX00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20WX00.htm
Van Koetsveldschool	van_koetsveldschool		0000-00-00 00:00:00	Archimedesplantsoen 98 	1098 KG		POINT(4.9467502 52.3531685)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Van Koetsveldschool	Openbaar	School voor zeer moeilijk lerende kinderen (REC, cluster 3)	Archimedesplantsoen 98 	1098 KG	Amsterdam	Archimedesplantsoen 98 	1098KG Amsterdam	668 38 21	463 18 54	ks.directie@orion.nl	www.zmlkoetsveld.nl	dhr. C.R. Ruth	Oost	20XV00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XV00.htm
Gerhardschool	gerhardschool		0000-00-00 00:00:00	Valentijnkade 62	1095 JL		POINT(4.9440699 52.3586082)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Gerhardschool	Openbaar	School voor speciaal onderwijs aan kinderen met ernstige gedrags-en/of kinderpsychiatrische problemen. (REC, cluster 4)	Valentijnkade 62	1095 JL	Amsterdam	Valentijnkade 62	1095JL Amsterdam	665 18 11		gerhardschool@orion.nl	www.gerhardschool.nl	dhr. E. Scheerder (alg.dir.)	Oost	20YC00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20YC00.htm
Mr. De Jonghschool	mr_de_jonghschool		0000-00-00 00:00:00	Terpstraat 36	1069 TV		POINT(4.7799301 52.3561897)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Mr. De Jonghschool	Openbaar	School voor zeer moeilijk opvoedbare kinderen (REC, cluster 4)	Terpstraat 36	1069 TV	Amsterdam	Terpstraat 36	1069TV Amsterdam	410 07 40		dejonghschool@orion.nl	www.mrdejonghschool.nl	dhr. D. Koops	Nieuw-West	20YD00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20YD00.htm
Van Detschool	van_detschool		0000-00-00 00:00:00	IJsbaanpad 7	1076 CV		POINT(4.8549099 52.3410606)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Van Detschool	Openbaar	School voor kinderen met ernstige ontwikkelingsstoornissen, gedragsstoornissen of psychiatrische stoornissen. (REC, cluster 4)	IJsbaanpad 7	1076 CV	Amsterdam	IJsbaanpad 7	1076CV Amsterdam	676 98 49		vandetschool@orion.nl	www.orion.nl/van-detschool	mw. J. van der Schuyt	Zuid	20YN00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20YN00.htm
Orion College locatie Zuid	orion_college_locatie_zuid		0000-00-00 00:00:00	Gaasterlandstraat 7	1079 RH		POINT(4.8957601 52.3379211)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Orion College locatie Zuid	Openbaar	School voor zeer moeilijk opvoedbare kinderen (REC cluster 4)	Gaasterlandstraat 7	1079 RH	Amsterdam	Gaasterlandstraat 7	1079RH Amsterdam	644 22 32		orioncollegezuid@orion.nl	www.orioncollegeamsterdam.nl	dhr. R. Roemers (waarnemend loc.dir.)	Zuid	21EJ00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21EJ00.htm
Orion College locatie Noord & Zuidoost	orion_college_locatie_noord_zuidoost		0000-00-00 00:00:00	Beijerlandstraat 2	1025 NN		POINT(4.9304199 52.3924294)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Orion College locatie Noord & Zuidoost	Openbaar	School (VSO) voor zeer moeilijk lerende kinderen (REC, cluster 3)	Beijerlandstraat 2	1025 NN	Amsterdam	Beijerlandstraat 2	1025NN Amsterdam	636 24 87		orioncollegenoord@orion.nl	www.orioncollegeamsterdam.nl	dhr. H. Verheijen (locatiedirecteur)	Noord	21EN00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21EN00.htm
Orion College locatie Noord & Zuidoost	orion_college_locatie_noord_zuidoost_1		0000-00-00 00:00:00	Wognumerplantsoen 2-4	1023 EP		POINT(4.9484901 52.3873711)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Orion College locatie Noord & Zuidoost	Openbaar	School (VSO) voor zeer moeilijk lerende kinderen (REC, cluster 3)	Wognumerplantsoen 2-4	1023 EP	Amsterdam	Wognumerplantsoen 2-4	1023EP Amsterdam	636 33 93		orioncollegenoord@orion.nl	www.orioncollegeamsterdam.nl	mw. J. Polter (locatiedirecteur)	Noord	21EN00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21EN00.htm
Orion College West, Locatie Zekeringstraat	orion_college_west_locatie_zekeringstraat_1		0000-00-00 00:00:00	Zekeringstraat 45	1014 BP		POINT(4.8487802 52.3957901)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Orion College West, Locatie Zekeringstraat	Openbaar	LG (cluster 3)	Zekeringstraat 45	1014 BP	Amsterdam	Zekeringstraat 45	1014BP Amsterdam	611 12 13		orioncollegewest@orion.nl	www.orioncollegeamsterdam.nl		Westpoort	21EN00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21EN00.htm
Orion College locatie Noord & Zuidoost	orion_college_locatie_noord_zuidoost_2		0000-00-00 00:00:00	Frankemaheerd 12	1102 AN		POINT(4.9490099 52.3147583)		Amsterdam Zuidoost	Middelbare school (Speciaal onderwijs)	(V)SO	Orion College locatie Noord & Zuidoost	Openbaar	School (VSO) voor zeer moeilijk lerende kinderen (REC, cluster 3)	Frankemaheerd 12	1102 AN	Amsterdam Zuidoost	Frankemaheerd 12	1102AN Amsterdam Zuidoost	368 10 71		orioncollegezuidoost@orion.nl	www.orioncollegeamsterdam.nl	mw. I. Brul (locatiedirecteur)	Zuidoost	21EN00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21EN00.htm
Koninklijke Visio Onderwijs Amsterdam	koninklijke_visio_onderwijs_amsterdam		0000-00-00 00:00:00	Slotermeerlaan 103	1063 JN		POINT(4.8199501 52.3788109)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Koninklijke Visio Onderwijs Amsterdam	Algemeen Bijzonder	School voor visueel gehandicapte kinderen (REC, cluster 1)	Slotermeerlaan 103	1063 JN	Amsterdam	Slotermeerlaan 103	1063JN Amsterdam	088 585 60 00		onderwijsamsterdam@visio.org	www.visio.org	mw. F. van de Vooren (locatieleider)	Nieuw-West	25HD01	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/25HD01.htm
Signis	signis		0000-00-00 00:00:00	Herman de Manstraat 1	1064 BX		POINT(4.8299198 52.3757286)		 Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Signis	Algemeen Bijzonder	Auditieve- en Communicatieve Leerstroom (REC-NHF, cluster 2)	Herman de Manstraat 1	1064 BX	 Amsterdam	Herman de Manstraat 1	1064BX  Amsterdam	613 28 01	411 04 28	signis@kentalis.nl	www.signisonderwijs.nl	mw. drs. T. van Aalsum (regiodirecteur Onderwijs Regio West).	Nieuw-West	28BV00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/28BV00.htm
Signis	signis_1		0000-00-00 00:00:00	Jan Tooropstraat 11	1062 BK		POINT(4.8362799 52.3604202)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Signis	Algemeen Bijzonder	Auditieve- en Communicatieve Leerstroom (REC-NHF, cluster 2)	Jan Tooropstraat 11	1062 BK	Amsterdam	Herman de Manstraat 1	1064BX  Amsterdam	617 96 96	615 11 56	signis@kentalis.nl	www.signisonderwijs.nl	mw. drs. T. van Aalsum (regiodirecteur Onderwijs Regio West).	Nieuw-West	28BV00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/28BV00.htm
Signis	signis_2		0000-00-00 00:00:00	Jan Sluijterstraat 9 	1062 CJ		POINT(4.8378 52.3598289)		Amsterdam	Middelbare school (Speciaal onderwijs)	(V)SO	Signis		Auditieve- en Communicatieve Leerstroom (REC-NHF, cluster 2)	Jan Sluijterstraat 9 	1062 CJ	Amsterdam	Herman de Manstraat 1	1064BX  Amsterdam	617 86 17	 617 86 37	signis@kentalis.nl	www.signisonderwijs.nl	mw. drs. T. van Aalsum (regiodirecteur Onderwijs Regio West).		28BV00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/28BV00.htm
Prof. Dumontschool	prof_dumontschool		0000-00-00 00:00:00	Woudrichemstraat 2-4	1107 NG		POINT(4.9878101 52.2938499)		Amsterdam Zuidoost	Basisschool (Speciaal onderwijs)	SBO	Prof. Dumontschool	Algemeen Bijzonder		Woudrichemstraat 2-4	1107 NG	Amsterdam Zuidoost	Woudrichemstraat 2-4	1107NG Amsterdam Zuidoost	342 19 19	342 19 29	directie@dumontschool.nl	www.dumontschool.nl	mw. P. van Dijk (dir. a.i.)	Zuidoost	01VF00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/01VF00.htm
Tobiasschool Amsterdam	tobiasschool_amsterdam		0000-00-00 00:00:00	Poeldijkstraat 255	1059 VL		POINT(4.8442602 52.3497391)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	Tobiasschool Amsterdam	Algemeen Bijzonder	(vrije school-sbo)	Poeldijkstraat 255	1059 VL	Amsterdam	Poeldijkstraat 255	1059VL Amsterdam	579 72 95	579 72 88	tobiasschool@hotmail.com	www.tobiasschool.nl	dhr. F. Bronkhorst (opleidingsmanager) en intake SBO: mw. F. Wijnands en intake VO: mw. A. Dekker	Zuid	04FC00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/04FC00.htm
SBO-Zuid Meander	sbo_zuid_meander		0000-00-00 00:00:00	Winterdijkstraat 10	1079 GT		POINT(4.9039798 52.3436584)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO-Zuid Meander	Algemeen Bijzonder		Winterdijkstraat 10	1079 GT	Amsterdam	Winterdijkstraat 10	1079GT Amsterdam	646 63 10	646 62 53	directiemeander@kolom-sbo-zuid.nl	www.kolom-sbo-zuid.nl/sbo-meander	mw. G.J. van Vuuren	Zuid	06ZQ00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/06ZQ00.htm
SBO de Hasselbraam	sbo_de_hasselbraam		0000-00-00 00:00:00	Karel Klinkenbergstraat 40	1061 AN		POINT(4.8359399 52.3680191)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO de Hasselbraam	Rooms Katholiek		Karel Klinkenbergstraat 40	1061 AN	Amsterdam	Postbus 9162	1006AD Amsterdam	448 06 22	611 76 88	info@sbodehasselbraam.nl	www.sbodehasselbraam.nl	dhr. J. Hemprig	Nieuw-West	18YA00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/18YA00.htm
SBO-Zuid St. Paulus	sbo_zuid_st_paulus		0000-00-00 00:00:00	Dufaystraat 19	1075 GS		POINT(4.8684602 52.3529892)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO-Zuid St. Paulus	Rooms Katholiek		Dufaystraat 19	1075 GS	Amsterdam	Dufaystraat 19	1075GS Amsterdam	673 14 27	675 87 24	directie@kolom-sbo-zuid.nl	www.kolom-sbo-zuid.nl/st-paulusschool	dhr. J.J.M. Labots	Zuid	19HM00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/19HM00.htm
SBO De Driesprong	sbo_de_driesprong		0000-00-00 00:00:00	Sloterweg 1192	1066 CV		POINT(4.7992902 52.3415184)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO De Driesprong	Rooms Katholiek		Sloterweg 1192	1066 CV	Amsterdam	Sloterweg 1192	1066CV Amsterdam	617 52 20	669 79 63	info@sbo-driesprong.nl	www.sbodedriesprong.nl	mw. S. Kooks	Nieuw-West	19XM00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/19XM00.htm
SBO Iedersland	sbo_iedersland		0000-00-00 00:00:00	Johan Braakensiekhof 31	1068 KK		POINT(4.81497 52.3522491)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO Iedersland	Protestants Christelijk	SBO	Johan Braakensiekhof 31	1068 KK	Amsterdam	Johan Braakensiekhof 31	1068KK Amsterdam	619 13 08	610 27 86	iedersland@amosonderwijs.nl	www.iedersland.nl	dhr. L.C. Zoutendijk	Nieuw-West	20KN00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20KN00.htm
SBO de Zeppelin	sbo_de_zeppelin		0000-00-00 00:00:00	Bessenpad 1	1033 LW		POINT(4.8949299 52.4104309)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO de Zeppelin	Protestants Christelijk		Bessenpad 1	1033 LW	Amsterdam	Bessenpad 1	1033LW Amsterdam	633 24 38	633 21 16	school@sbo-de-zeppelin.nl	www.sbo-de-zeppelin.nl	dhr. L. Zoutendijk (meerschoolse dir.) en mw. I. Scal� (locatie leider)	Noord	20OF00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20OF00.htm
SBO Het Spectrum, Hoofdvestiging James Wattstr.	sbo_het_spectrum_hoofdvestiging_james_wattstr		0000-00-00 00:00:00	James Wattstraat 10	1097 DM		POINT(4.92556 52.3524284)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO Het Spectrum, Hoofdvestiging James Wattstr.	Openbaar		James Wattstraat 10	1097 DM	Amsterdam	James Wattstraat 10	1097DM Amsterdam	462 76 20	462 76 24	info@sbospectrum.nl	www.sbospectrum.nl	dhr. M. Remeeus	Oost	20WT00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20WT00.htm
SBO Het Spectrum, Nevenvestiging Eva Besny�str.	sbo_het_spectrum_nevenvestiging_eva_besnyostr		0000-00-00 00:00:00	Eva Besny�straat 491	1087 LG		POINT(5.0082898 52.3499107)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO Het Spectrum, Nevenvestiging Eva Besny�str.	Openbaar		Eva Besny�straat 491	1087 LG	Amsterdam	Eva Besny�straat 491	1087LG Amsterdam	692 46 58		info@sbospectrum.nl	www.sbospectrum.nl	mw. K. van den Akker (locatie leider)	Oost	20WT01	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20WT01.htm
SBO De Kans	sbo_de_kans		0000-00-00 00:00:00	Thomas van Aquinostraat 2	1064 NE		POINT(4.8124599 52.3725319)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO De Kans	Openbaar		Thomas van Aquinostraat 2	1064 NE	Amsterdam	Thomas van Aquinostraat 2	1064NE Amsterdam	611 76 80		info@sbodekans.nl	www.sbodekans.nl	dhr. H.M. Klaassen (dir.) en mw. K.F.A. Slinger (adj.dir.)	Nieuw-West	20XC00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XC00.htm
SBO Universum	sbo_universum		0000-00-00 00:00:00	Th. Weeversweg 4 	1025 AW		POINT(4.9459 52.3986511)		Amsterdam	Basisschool (Speciaal onderwijs)	SBO	SBO Universum	Openbaar		Th. Weeversweg 4 	1025 AW	Amsterdam	Th. Weeversweg 4 	1025AW Amsterdam	636 15 39		directie@sbo-universum.nl	www.sbo-universum.nl	mw. P. van den Tempel	Noord	20YX00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20YX00.htm
SBO van Houteschool	sbo_van_houteschool		0000-00-00 00:00:00	Leksmondplein 27	1108 EL		POINT(4.97932 52.3085785)		Amsterdam Zuidoost	Basisschool (Speciaal onderwijs)	SBO	SBO van Houteschool	Openbaar	School met afdeling Jonge Risico Kinderen	Leksmondplein 27	1108 EL	Amsterdam Zuidoost	Leksmondplein 27	1108EL Amsterdam Zuidoost	697 45 06		directie@vanhouteschool.nl	www.vanhouteschool.nl	dhr. R. Huijzer (dir.) en mw. M. Kat (adj.dir.)	Zuidoost	21DE00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21DE00.htm
De Amsterdamsche School	de_amsterdamsche_school		0000-00-00 00:00:00	Nieuwezijds Voorburgwal 68	1012 SE		POINT(4.8931899 52.3762589)		Amsterdam	Middelbare school	VO	De Amsterdamsche School		Kleinschalig particulier onderwijs brugklas VMBO-t/HAVO tm examen VWO	Nieuwezijds Voorburgwal 68	1012 SE	Amsterdam			625 46 90	084 835 08 83	info@amsterdamscheschool.nl	www.amsterdamscheschool.nl	mw. drs. G. R. Mertens	Centrum		
Capabel Onderwijs Groep	capabel_onderwijs_groep		0000-00-00 00:00:00	Plein '40-45 nummer 10	1063 KR		POINT(4.82235 52.3806305)		Amsterdam	Middelbare school	VO	Capabel Onderwijs Groep			Plein '40-45 nummer 10	1063 KR	Amsterdam			681 05 00	684 93 68	info@capabel.nl	www.capabel.nl		West		
EuroCollege MBO+	eurocollege_mbo		0000-00-00 00:00:00	Concertgebouwplein 12	1071 LN		POINT(4.87819 52.3558311)		Amsterdam	Middelbare school	VO	EuroCollege MBO+		Particuliere school	Concertgebouwplein 12	1071 LN	Amsterdam			020 672 75 75		info@eurocollege.nl	www.eurocollege.nl		Zuid		
Exellius	exellius		0000-00-00 00:00:00	Ravenswaaipad 3	1106 AW		POINT(4.9780002 52.2971382)		Amsterdam Zuidoost	Middelbare school	VO	Exellius	Openbaar	Onderdeel Scholengemeenschap Reigersbos	Ravenswaaipad 3	1106 AW	Amsterdam Zuidoost			563 30 69	563 30 51	info@exellius.nl	www.exellius.nl	College van Bestuur: dhr. M. Schoon (voorzitter) en mw. B. van Nieuwenhuizen (lid)	Zuidoost		
Hogeschool Tio mbo-hbo Hospitality en Toerisme	hogeschool_tio_mbo_hbo_hospitality_en_toerisme		0000-00-00 00:00:00	Tempelhofstraat 5	1043 EA		POINT(4.8408399 52.3871689)		Amsterdam	Middelbare school	VO	Hogeschool Tio mbo-hbo Hospitality en Toerisme			Tempelhofstraat 5	1043 EA	Amsterdam			020 475 10 57	020 475 22 08	amsterdam@tio.nl	www.tio.nl		Westpoort		
Hyperion Lyceum - VOvA	hyperion_lyceum_vova		0000-00-00 00:00:00	Tolhuisweg 6	1031 CL		POINT(4.9043999 52.3849411)		Amsterdam	Middelbare school	VO	Hyperion Lyceum - VOvA	Openbaar		Tolhuisweg 6	1031 CL	Amsterdam			579 72 20		info@hyperionlyceum.vova.nl	www.hyperionlyceum.nl	mw. I.E. Klink (schoolleider)	Noord		
Imko uiterlijke verzorging Amsterdam	imko_uiterlijke_verzorging_amsterdam		0000-00-00 00:00:00	Noordhollandstraat 59	1081 AS		POINT(4.8659401 52.3250084)		Amsterdam	Middelbare school	VO	Imko uiterlijke verzorging Amsterdam			Noordhollandstraat 59	1081 AS	Amsterdam			624 68 67	427 41 50	amsterdam@imko.nl	www.imko.nl		Zuid		
De Kopklas Amsterdam	de_kopklas_amsterdam		0000-00-00 00:00:00	Nobelweg 6	1097 AR		POINT(4.9247451 52.3500748)		Amsterdam	Middelbare school	VO	De Kopklas Amsterdam	Meerdere richtingen	Meerdere locaties.	Nobelweg 6	1097 AR	Amsterdam	President Brandstraat 29	1091XD Amsterdam	06 20956777		info@kopklasamsterdam.nl	www.kopklasamsterdam.nl		Oost		
Luzac Lyceum Amsterdam	luzac_lyceum_amsterdam		0000-00-00 00:00:00	Uiterwaardenstraat 263	1079 CR		POINT(4.8966498 52.3414497)		Amsterdam	Middelbare school	VO	Luzac Lyceum Amsterdam		Particulier onderwijs	Uiterwaardenstraat 263	1079 CR	Amsterdam			671 40 04		info@luzac.nl	www.luzac.nl		Zuid		
ROC van Amsterdam	roc_van_amsterdam		0000-00-00 00:00:00	Fraijlemaborg 141	1102 CV		POINT(4.9499102 52.3163605)		Amsterdam	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	College van Bestuur en Centrale Diensten	Fraijlemaborg 141	1102 CV	Amsterdam	Postbus 2584	1000 CN Amsterdam	579 10 00	579 10 01	info@rocva.nl	www.rocva.nl				
ROC van Amsterdam	roc_van_amsterdam_1		0000-00-00 00:00:00	Europaboulevard 13, 2e verdieping	1079 PC		POINT(4.8927999 52.3395882)		Amsterdam	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	Service & Informatiecentrum	Europaboulevard 13, 2e verdieping	1079 PC	Amsterdam	Postbus 2584	1000CN Amsterdam	0900-9599 (lokaal tarief)	579 43 20	servicepunt@rocva.nl	www.rocva.nl				
ROC van Amsterdam,	roc_van_amsterdam_2		0000-00-00 00:00:00	Postjesweg 1	1054 DT		POINT(4.8589401 52.3644104)		Amsterdam	Middelbare school	VO	ROC van Amsterdam,	Algemeen Bijzonder	Kenniscentrum Alfabetisering Nederlandssprekende (KAN)	Postjesweg 1	1054 DT	Amsterdam			569 75 90			www.rocva.nl				
ROC van Amsterdam	roc_van_amsterdam_3		0000-00-00 00:00:00	Reijnier Vinkelsekade 62	1071 SX		POINT(4.87644 52.3521194)		 Amsterdam	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	Voortgezet Algemeen volwasenenonderwijs (VAVO)	Reijnier Vinkelsekade 62	1071 SX	 Amsterdam			579 77 50			www.rocva.nl				
ROC van Amsterdam	roc_van_amsterdam_4		0000-00-00 00:00:00	Postjesweg 1	1057 DT		POINT(4.8589401 52.3644104)		Amsterdam	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	Educatie en Inburgering  (Directie en Staf)	Postjesweg 1	1057 DT	Amsterdam			579 76 66			www.rocva.nl				
ROC van Amsterdam	roc_van_amsterdam_5		0000-00-00 00:00:00	Da Costastraat 60	1053 ZP		POINT(4.8743038 52.3683701)		Amsterdam	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	MBO College Centrum	Da Costastraat 60	1053 ZP	Amsterdam			579 16 00			www.rocva.nl				
ROC van Amsterdam	roc_van_amsterdam_6		0000-00-00 00:00:00	Opaallaan 25	2132 XV		POINT(4.68325 52.2936592)		Hoofddorp	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	MBO College  Airport	Opaallaan 25	2132 XV	Hoofddorp			023-569 36 00	023-569 36 10		www.rocva.nl/airport				
ROC van Amsterdam	roc_van_amsterdam_7		0000-00-00 00:00:00	Fraijlemaborg 135	1102 CV		POINT(4.9486399 52.3161392)		Amsterdam Zuidoost	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	MBO College Zuidoost	Fraijlemaborg 135	1102 CV	Amsterdam Zuidoost	Postbus 23396	1100 DW Amsterdam	579 11 11	579 11 99		www.rocva.nl				
ROC van Amsterdam	roc_van_amsterdam_8		0000-00-00 00:00:00	Arena 301	1213 NW		POINT(5.18785 52.2158813)		Hilversum	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	MBO College Hilversum	Arena 301	1213 NW	Hilversum			035-689 20 20	035-689 20 01		www.rocva.nl				
ROC van Amsterdam	roc_van_amsterdam_9		0000-00-00 00:00:00	Tempelhofstraat 80	1043 EB		POINT(4.8415399 52.3866386)		Amsterdam	Middelbare school	VO	ROC van Amsterdam	Algemeen Bijzonder	MBO College Westpoort	Tempelhofstraat 80	1043 EB	Amsterdam			579 14 00	579 14 14		www.rocva.nl				
